Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
qwixx-longo-international,Qwixx – Longo (International),"<p>Neue Würfel – noch mehr Spaß!<br>Die Welt des Qwixx wächst und bietet mit der neuen Version <b><i>QWIXX-LONGO</i></b> nicht nur einen längeren Zettel und 8-seitige Würfel, auch zwei für jeden individuelle Glückszahlen erweitern den Spielspaß. Die einfachen Originalregeln bleiben komplett erhalten und wie immer gibt es keine Wartezeiten.<br>Neu, länger − einfach QWIXX!<br><br>Achtseitige Würfel:<br>Aufregend neu sind die achtseitigen Würfel. Die zusätzlichen Zahlen 7 und 8 erweitern den Spaß und ermöglichen noch höhere Zahlenergebnisse.<br><br>Längere Farbreihen:<br>Die Farbreihen bei <b><i>QWIXX LONGO</i></b> wurden um die Zahlen 15 und 16 erweitert. Nun können Spieler nicht nur mehr Punkte sammeln, sondern auch mit nur einer der beiden neuen Zahlen eine Farbreihe schließen.<br><br>Glückszahlen:<br>Jeder Spieler erhält zwei individuelle Glückszahlen. Ergibt die Summe der beiden weißen Würfel eine Glückzahl auf dem Zettel eines Spielers, darf dieser anstelle der gewürfelten Zahl die nächstmögliche Zahl derjenigen Reihe ankreuzen, in der er aktuell die wenigsten Kreuze hat.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,300.0,shopify,1,deny,manual,14.95,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_171928.png?v=1747149631,1,"",false,,,,,,,,,,,,,,,,g,,,active
qwixx-longo-international,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_171946.png?v=1747149631,2,"",,,,,,,,,,,,,,,,,,,,
catan-das-wurfelspiel,Catan – Das Würfelspiel,"<p>Ein Spielchen gefällig?<br>Wie beim Brettspiel „Catan – Das Spiel“ werden auch beim Würfelspiel Siedlungen, Straßen, Städte und Ritter gebaut.<br>Bauen heißt hier aber nicht, dass man Holz- oder Kunststofffiguren auf einen Plan stellt. Vielmehr besitzt jeder Spieler ein Blatt mit der Abbildung einer kleineren Insel Catan. Gebaut wird, indem man die Umrisse von Straßen, Rittern sowie Siedlungs- und Stadtsymbolen mit einem Schreibstift ausmalt.<br>Das Würfelspiel eignet sich hervorragend für die Reise oder als kleines Spiel zwischendurch. Es ist leicht zu erlernen und schnell gespielt. Und man kann es sogar alleine spielen.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,200.0,shopify,1,deny,manual,7.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_172632.png?v=1747151411,1,"",false,,,,,,,,,,,,,,,,g,,,active
catan-das-wurfelspiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/PhotoRoom-20250513_172701.png?v=1747151411,2,"",,,,,,,,,,,,,,,,,,,,
everdell-pearlbrook-2-edition-erweiterung,"Everdell: Pearlbrook, 2. Edition [Erweiterung]","<p>In der <i>Everdell</i>-Erweiterung <b>Pearlbrook</b> entdecken die Spielenden eine Unterwasserwelt im Tal von <i>Everdell</i>. Dazu entsenden sie Botschafterfrösche zum <b>Pearlbrook</b>-Fluss, um Perlen zu sammeln, mit denen sie in ihrer Stadt sagenhafte Wunder und Schmuckstücke erschaffen können. Dort, tief unter der schillernden Oberfläche des Flusses, treffen sie außerdem auf bislang unbekannte Wasserwesen und atemberaubende neue Gebäude.<br><br>Die erste Erweiterung für <i>Everdell</i>, <b>Pearlbrook</b>, enthält neben einem neuen Spielplanteil, dem Fluss, sowie den dazugehörigen Fluss- und Schmuckstückkarten auch Perlen als neue Ressource sowie neue Wesen- und Bauwerk-Karten.<br><br>Die zweite Auflage von <b>Everdell: Pearlbrook</b> wurde um Material des Upgrade Packs Freshwater ergänzt und enthält nun weitere Perlen, 3D-Wunder, 14 neue Karten sowie drei neue Völker: Axolotl, Schnabeltiere und Stare. Die Perlen sind nun aus Kunststoff und der Wertungsblock ist NICHT enthalten.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1000.0,shopify,1,deny,manual,59.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/photo_2025-06-04_16-18-47.jpg?v=1749046762,1,"",false,,,,,,,,,,,,,,,,g,,,active
everdell-pearlbrook-2-edition-erweiterung,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231729782_02.jpg?v=1749046762,2,"",,,,,,,,,,,,,,,,,,,,
everdell-pearlbrook-2-edition-erweiterung,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231729782_03.jpg?v=1749046762,3,"",,,,,,,,,,,,,,,,,,,,
everdell-spirecrest-erweiterung,Everdell: Spirecrest [Erweiterung],"<p>Weit außerhalb des Tals<b> </b><i>Everdell</i> warten neue Abenteuer! Auf dem Weg durch die Berge von <b>Spirecrest</b> entdecken mutige Bergsteiger*innen geheimnisvolle Orte, treffen auf freundliche Bewohnende und mit etwas Glück begegnen sie vielleicht einem der sagenumwobenen Riesen-Wesen. Da heißt es, allen Mut zusammennehmen, die Wanderausrüstung einpacken und auf geht es zu einer waghalsigen Expedition!<br><br><b>Spirecrest</b> ist eine Erweiterung für <i>Everdell</i><b>.</b> Auf einem neuen Spielplan bewegen die Spielenden ihren Reisenden auf dem Weg durch das Gebirge vorwärts, sammeln Kartenstücke, machen erstaunliche Entdeckungen und trotzen den Widrigkeiten der Wettereinflüsse. Dabei gilt es, die eigenen besonderen Fähigkeiten geschickt einzusetzen und mit Hilfe der Kartenstücke eine einzigartige Expedition zu planen. Das Ziel ist es dabei natürlich, eine prunkvolle Stadt zu gründen und so den Bewohnenden <i>Everdells</i> mit glorreichen Expeditionen für alle Zeit in Erinnerung zu bleiben.<br><br>Hinweis: <b>Spirecrest </b>erhöht die Komplexität des Grundspiels <i>Everdell</i> erheblich. Es wird empfohlen, <b>Spirecrest</b> nicht mit anderen Erweiterungen zu kombinieren.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1200.0,shopify,1,deny,manual,59.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/photo_2025-06-04_16-18-43.jpg?v=1749046788,1,"",false,,,,,,,,,,,,,,,,g,,,active
everdell-spirecrest-erweiterung,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231729164_02.jpg?v=1749046788,2,"",,,,,,,,,,,,,,,,,,,,
everdell-spirecrest-erweiterung,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231729164_03.jpg?v=1749046786,3,"",,,,,,,,,,,,,,,,,,,,
everdell,Everdell,"<p>In dem bezaubernden Tal von <b>Everdell</b>, unter den Ästen hoch aufragender Bäume, zwischen gewundenen Bächen und moosbewachsenen Höhlen, blüht und gedeiht eine Zivilisation von Waldbewohnenden. Viele friedliche Jahre sind ins Land gegangen, doch nun ist die Zeit gekommen, um neue Gebiete zu besiedeln und neue Städte zu gründen. Es gilt Gebäude zu bauen, lebhafte Charaktere zu treffen, Events zu veranstalten – als Anführer*innen der Waldbewohnenden haben die Spielenden in diesem wunderschönen Kennerspiel ein arbeitsreiches Jahr vor sich. In wessen Stadt wird die Sonne am hellsten scheinen, bevor der Wintermond aufgeht?</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1700.0,shopify,1,deny,manual,69.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/photo_2025-06-04_16-18-45.jpg?v=1749046818,1,"",false,,,,,,,,,,,,,,,,g,,,active
everdell,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231727238_029ZFQo1UuebV5Z.jpg?v=1749046818,2,"",,,,,,,,,,,,,,,,,,,,
everdell,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231727238_03.jpg?v=1749046818,3,"",,,,,,,,,,,,,,,,,,,,
dorfromantik-das-duell,Dorfromantik - Das Duell,"<p>Nach dem großen Erfolg von <i>Dorfromantik – Das Brettspiel</i> geht es im nächsten Teil der <i>Dorfromantik</i>-Welt nicht mehr darum, zusammenzuarbeiten, sondern einen freundschaftlichen Wettstreit auszutragen. Das Grundprinzip des Spiel des Jahres 2023 bleibt dabei erhalten, doch nun bauen beide Seiten mit dem gerade aufgedeckten Plättchen die eigene Landschaft weiter aus. Mit Doppel- und Rundumaufträgen, die auch mit <i>Dorfromantik – Das Brettspiel</i> kombiniert werden können, kommen außerdem zwei neue Auftragsarten ins Spiel. Zwei unabhängig voneinander spielbare Module sorgen darüber hinaus für mehr Herausforderung, mehr Abwechslung, mehr Interaktion. Vier der neuen Sonderplättchen können ebenfalls in <i>Dorfromantik – Das Brettspiel</i> integriert und so kooperativ gespielt werden.<br><br>Mit<b> Dorfromantik – Das Duell</b> können zwei Spielende oder zwei Teams in Wettstreit treten. Und zwei Exemplaren können sogar bis zu vier Personen mitspielen. Wer wird die schönere Welt aus sechseckigen Landschaften erschaffen? Wer wird die Aufträge der Dorfbevölkerung besser umsetzen und gleichzeitig die Herausforderung neuer Auftragsarten bewältigen?</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1700.0,shopify,1,deny,manual,34.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231736094_web.jpg?v=1746469292,1,"",false,,,,,,,,,,,,,,,,g,,,active
dorfromantik-das-duell,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231736094_02_web.jpg?v=1746469292,2,"",,,,,,,,,,,,,,,,,,,,
dorfromantik-das-duell,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231736094_03_web.jpg?v=1746469292,3,"",,,,,,,,,,,,,,,,,,,,
swindler,Swindler,"<p>Reiche Säcke bevölkern das viktorianische London. Doch die Spielenden gehören nicht zu ihnen. Nein, vielmehr sind sie Beutelschneider*innen, die die reichen Säcke um ihren Schmuck, ihr Geld und ihre Haustürschlüssel erleichtern wollen ... Sie werden das alles schon nicht vermissen. <br><br>Bei <b>Swindler</b> geht es den „reichen Säcken“ an den Kragen bzw. Geldbeutel. Dabei ziehen die Spielenden Schätze aus verschiedenen Stoffsäcken. Die Beute verkaufen sie entweder direkt an Hehler oder sie nutzen sie, um lukrative Aufträge zu erfüllen, um zum Meisterdieb bzw. zur Meisterdiebin zu werden. Doch Achtung: Manch feiner Schnösel ist aufmerksamer, als gedacht. Eine falsche Bewegung und die ganze schöne Beute ist futsch!</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1200.0,shopify,1,deny,manual,14.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231734403_web.jpg?v=1746469194,1,"",false,,,,,,,,,,,,,,,,g,,,active
swindler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231734403_02_web.jpg?v=1746469194,2,"",,,,,,,,,,,,,,,,,,,,
swindler,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231734403_03_web.jpg?v=1746469194,3,"",,,,,,,,,,,,,,,,,,,,
landmarks,Landmarks,"<p>Montana Bones und ihr Expeditionsteam haben auf einer gefährlichen Schatzinsel ihr Camp aufgeschlagen. Gelingt es dem Expeditionsteam, den Fallen auszuweichen und die Juwelen zu finden, ohne verflucht zu werden?<br><br>In dem assoziativen Wortspiel <b>Landmarks</b> begeben sich die Spielenden gemeinsam als Expeditionsteam auf die gefährliche Suche nach Juwelen. Um sich den Weg durch den Dschungel zu bahnen, sind sie auf die Hilfe von Montana Bones angewiesen, die ihnen per Walkie-Talkie Hinweise durchgibt. Zu Beginn jeder Partie startet das Expeditionsteam mit drei Wortplättchen, an denen sie im Verlauf des Spiels weiter anlegen müssen. Eine Person, die Montana Bones verkörpert, beschriftet in jeder Runde ein neues Wortplättchen mit einem verschlüsselten Hinweis. Es ist dann Aufgabe des Teams herauszufinden, an welcher Stelle das Plättchen angelegt werden muss. Legt das Team ein Plättchen falsch an, könnten sie in eine Falle tappen, die sie wichtige Wortplättchen kostet, oder einen tödlichen Fluch auslösen. Die Mission ist nur dann gewonnen, wenn es dem Team gelingt, mit mindestens einem Juwel ins Camp zurückzukehren, bevor ihnen das Wasser ausgeht.<br><br><b>Landmarks</b> lässt sich kooperativ oder im kompetitiven Teammodus mit zwei Teams spielen, und enthält 150 Startkarten in drei verschiedenen Schwierigkeitsstufen.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1300.0,shopify,2,deny,manual,24.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231741340_web.jpg?v=1746469115,1,"",false,,,,,,,,,,,,,,,,g,,,active
landmarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231741340_02_web.jpg?v=1746469115,2,"",,,,,,,,,,,,,,,,,,,,
landmarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231741340_03_web.jpg?v=1746469115,3,"",,,,,,,,,,,,,,,,,,,,
pictures,Pictures,"<p>Ein Familienspiel mit viel Spielspass und sehr einfachen Regeln. Baut mit Eurem Spielmaterial (Bauklötze, farbige Würfel, Schnürsenkel, Steine/Stöcke oder Symbolkarten ) eines der Fotos möglichst treffend nach und rätselt was eure Mitspieler so gebaut haben.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,1300.0,shopify,1,deny,manual,39.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4280000097231Uh0GPkZdvHcHn.jpg?v=1746468999,1,"",false,,,,,,,,,,,,,,,,g,,,active
pictures,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4280000097231_02.jpg?v=1746468999,2,"",,,,,,,,,,,,,,,,,,,,
under-the-mango-tree,Under the Mango Tree,"<p>Voller Tatendrang stehen die Spielenden in <b>Under the Mango Tree</b> vor dem kleinen Fleckchen australischer Natur, das ihnen anvertraut wurde: Müllberge wollen beseitigt werden. Der einst so stolze Mangobaum soll wieder Früchte tragen. In seinem Schatten sollen sich wieder Tiere tummeln.<br><br>Um das zu erreichen, draften die Spielenden im Wettstreit mit den anderen Karten. Das bedeutet, alle wählen immer gleichzeitig je eine Karte von der eigenen Hand aus und reichen dann die restlichen Karten an die nächste Person weiter. Das Besondere: Jede der gewählten Karten hat zwei Hälften. Eine davon lassen die Spielenden unter ihrem Spielplan verschwinden, während die andere sichtbar bleibt und Punkte bringen soll. Dadurch bekommt das Spiel eine neue, spannende Dimension, weil es immer gleichermaßen zu berücksichtigen gilt, welche Hälften man selbst nutzt und welche den Mitspielenden vorenthalten werden soll. Sobald alle Karten ausgespielt wurden, gewinnt, wer die Natur um den eigenen Mangobaum am punkteträchtigsten mit neuem Leben füllen konnte.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,700.0,shopify,3,deny,manual,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231741968_web.jpg?v=1746468918,1,"",false,,,,,,,,,,,,,,,,g,,,active
under-the-mango-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231741968_02_web.jpg?v=1746468918,2,"",,,,,,,,,,,,,,,,,,,,
under-the-mango-tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231741968_03_web.jpg?v=1746468918,3,"",,,,,,,,,,,,,,,,,,,,
black-hole-buccaneers,Black Hole Buccaneers,"<p>Das große Abenteuer, Ruhm und unermesslicher Reichtum – das alles wartet auf die <b>Black Hole Buccaneers</b>. In dem Kennerspiel ist es Aufgabe der Spielenden, antike Sammlergegenstände aus der Umlaufbahn Schwarzer Löcher einzusammeln, die dort vor hunderten von Jahren als Müll der Menschheit zur Endlagerung abgeladen wurden. So gibt es unter den 99 Karten beispielsweise Artefakte und Relikte, die mächtige Effekte haben, sowie Spielzeug, das im Jahr 2642 zwar nicht besonders wertvoll, aber von anderen Spezies sehr gefragt ist. Im Austausch bieten diese ihre Hilfe an, um Schwarzen Löchern zu entkommen, in die die Spielenden hineingezogen werden, wenn der gesammelte Weltraumschrott den Schwellenwert eines solchen überschreitet. Wer die Gefahren des Weltalls nach drei Durchgängen des Draftingspiels am besten meistern und dabei die wertvollsten Gegenstände sammeln konnte, gewinnt die Partie <b>Black Hole Buccaneers</b>.<br><br><b>Black Hole Buccaneers</b> ist ein schnell gespieltes Draftingspiel, das durch unterschiedlichste Karteneffekte nicht nur immer neue Situationen und viel Interaktionen mit Mitspielenden, sondern auch die ein oder andere schwierige Entscheidung bereithält. In jeder Runde spielen alle am Tisch je eine Karte aus und geben die übrigen Karten an den bzw. die Nachbar*in weiter. Wer in der Wertungsphase eines Durchgangs dem Schwarzen Loch entkommen kann, darf die gesammelten Gegenstände werten und kommt dem Gesamtsieg damit ein Stückchen näher.</p>",dice4friends,Toys & Games > Games > Card Games,Spiele,"Brettspiele, Brettspiele-Co, Familienspiele, fantasy, fantasy rollenspiel, Kartenspiel, Partyspiel, Pegasus Spiele, rollenspiel, rollenspiel brettspiel, rollenspiele games",true,Title,Default Title,,,,,,,,,400.0,shopify,1,deny,manual,9.99,,true,true,,https://cdn.shopify.com/s/files/1/0659/7699/1958/files/4250231734335_web.jpg?v=1746468785,1,"",false,,,,,,,,,,,,,,,,g,,,active
